Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1996-04-01,0.435282826423645,0.435282826423645,0.435282826423645,0.435282826423645,0,0.0,0.0
1996-04-02,0.435282826423645,0.435282826423645,0.435282826423645,0.435282826423645,0,0.0,0.0
1996-04-03,0.435282826423645,0.435282826423645,0.435282826423645,0.435282826423645,0,0.0,0.0
1996-04-04,0.435282826423645,0.435282826423645,0.435282826423645,0.435282826423645,0,0.0,0.0
1996-04-05,0.435282826423645,0.435282826423645,0.435282826423645,0.435282826423645,0,0.0,0.0
1996-04-08,0.435282826423645,0.435282826423645,0.435282826423645,0.435282826423645,0,0.0,0.0
1996-04-09,0.435282826423645,0.435282826423645,0.435282826423645,0.435282826423645,0,0.0,0.0
1996-04-10,0.435282826423645,0.435282826423645,0.435282826423645,0.435282826423645,0,0.0,0.0
1996-04-11,0.435282826423645,0.435282826423645,0.435282826423645,0.435282826423645,0,0.0,0.0
1996-04-12,0.435282826423645,0.435282826423645,0.435282826423645,0.435282826423645,0,0.0,0.0
1996-04-15,0.435282826423645,0.435282826423645,0.435282826423645,0.435282826423645,0,0.0,0.0
1996-04-16,0.435282826423645,0.435282826423645,0.435282826423645,0.435282826423645,0,0.0,0.0
1996-04-17,0.435282826423645,0.435282826423645,0.435282826423645,0.435282826423645,0,0.0,0.0
1996-04-18,0.435282826423645,0.435282826423645,0.435282826423645,0.435282826423645,0,0.0,0.0
1996-04-19,0.435282826423645,0.435282826423645,0.435282826423645,0.435282826423645,0,0.0,0.0
1996-04-22,0.435282826423645,0.435282826423645,0.435282826423645,0.435282826423645,0,0.0,0.0
1996-04-23,0.435282826423645,0.435282826423645,0.435282826423645,0.435282826423645,0,0.0,0.0
1996-04-24,0.435282826423645,0.435282826423645,0.435282826423645,0.435282826423645,0,0.0,0.0
1996-04-25,0.435282826423645,0.435282826423645,0.435282826423645,0.435282826423645,0,0.0,0.0
1996-04-26,0.435282826423645,0.435282826423645,0.435282826423645,0.435282826423645,0,0.0,0.0
1996-04-29,0.435282826423645,0.435282826423645,0.435282826423645,0.435282826423645,0,0.0,0.0
1996-05-01,0.44741323590278625,0.44741323590278625,0.44741323590278625,0.44741323590278625,0,0.0,0.0
1996-05-02,0.44741323590278625,0.44741323590278625,0.44741323590278625,0.44741323590278625,0,0.0,0.0
1996-05-03,0.44741323590278625,0.44741323590278625,0.44741323590278625,0.44741323590278625,0,0.0,0.0
1996-05-06,0.44741323590278625,0.44741323590278625,0.44741323590278625,0.44741323590278625,0,0.0,0.0
1996-05-07,0.44741323590278625,0.44741323590278625,0.44741323590278625,0.44741323590278625,0,0.0,0.0
1996-05-08,0.44741323590278625,0.44741323590278625,0.44741323590278625,0.44741323590278625,0,0.0,0.0
1996-05-09,0.44741323590278625,0.44741323590278625,0.44741323590278625,0.44741323590278625,0,0.0,0.0
1996-05-10,0.44741323590278625,0.44741323590278625,0.44741323590278625,0.44741323590278625,0,0.0,0.0
1996-05-13,0.44741323590278625,0.44741323590278625,0.44741323590278625,0.44741323590278625,0,0.0,0.0
1996-05-14,0.44741323590278625,0.44741323590278625,0.44741323590278625,0.44741323590278625,0,0.0,0.0
1996-05-15,0.44741323590278625,0.44741323590278625,0.44741323590278625,0.44741323590278625,0,0.0,0.0
1996-05-16,0.44741323590278625,0.44741323590278625,0.44741323590278625,0.44741323590278625,0,0.0,0.0
1996-05-17,0.44741323590278625,0.44741323590278625,0.44741323590278625,0.44741323590278625,0,0.0,0.0
1996-05-20,0.44741323590278625,0.44741323590278625,0.44741323590278625,0.44741323590278625,0,0.0,0.0
1996-05-21,0.44741323590278625,0.44741323590278625,0.44741323590278625,0.44741323590278625,0,0.0,0.0
1996-05-22,0.44741323590278625,0.44741323590278625,0.44741323590278625,0.44741323590278625,0,0.0,0.0
1996-05-23,0.44741323590278625,0.44741323590278625,0.44741323590278625,0.44741323590278625,0,0.0,0.0
1996-05-24,0.44741323590278625,0.44741323590278625,0.44741323590278625,0.44741323590278625,0,0.0,0.0
1996-05-27,0.44741323590278625,0.44741323590278625,0.44741323590278625,0.44741323590278625,0,0.0,0.0
1996-05-28,0.44741323590278625,0.44741323590278625,0.44741323590278625,0.44741323590278625,0,0.0,0.0
1996-05-29,0.44741323590278625,0.44741323590278625,0.44741323590278625,0.44741323590278625,0,0.0,0.0
1996-05-30,0.44741323590278625,0.44741323590278625,0.44741323590278625,0.44741323590278625,0,0.0,0.0
1996-06-03,0.44348886609077454,0.44348886609077454,0.44348886609077454,0.44348886609077454,0,0.0,0.0
1996-06-04,0.44348886609077454,0.44348886609077454,0.44348886609077454,0.44348886609077454,0,0.0,0.0
1996-06-05,0.44348886609077454,0.44348886609077454,0.44348886609077454,0.44348886609077454,0,0.0,0.0
1996-06-06,0.44348886609077454,0.44348886609077454,0.44348886609077454,0.44348886609077454,0,0.0,0.0
1996-06-07,0.44348886609077454,0.44348886609077454,0.44348886609077454,0.44348886609077454,0,0.0,0.0
1996-06-10,0.44348886609077454,0.44348886609077454,0.44348886609077454,0.44348886609077454,0,0.0,0.0
1996-06-11,0.44348886609077454,0.44348886609077454,0.44348886609077454,0.44348886609077454,0,0.0,0.0
1996-06-12,0.44348886609077454,0.44348886609077454,0.44348886609077454,0.44348886609077454,0,0.0,0.0
1996-06-13,0.44348886609077454,0.44348886609077454,0.44348886609077454,0.44348886609077454,0,0.0,0.0
1996-06-14,0.44348886609077454,0.44348886609077454,0.44348886609077454,0.44348886609077454,0,0.0,0.0
1996-06-17,0.44348886609077454,0.44348886609077454,0.44348886609077454,0.44348886609077454,0,0.0,0.0
1996-06-18,0.44348886609077454,0.44348886609077454,0.44348886609077454,0.44348886609077454,0,0.0,0.0
1996-06-19,0.44348886609077454,0.44348886609077454,0.44348886609077454,0.44348886609077454,0,0.0,0.0
1996-06-20,0.44348886609077454,0.44348886609077454,0.44348886609077454,0.44348886609077454,0,0.0,0.0
1996-06-21,0.44348886609077454,0.44348886609077454,0.44348886609077454,0.44348886609077454,0,0.0,0.0
1996-06-24,0.44348886609077454,0.44348886609077454,0.44348886609077454,0.44348886609077454,0,0.0,0.0
1996-06-25,0.44348886609077454,0.44348886609077454,0.44348886609077454,0.44348886609077454,0,0.0,0.0
1996-06-26,0.44348886609077454,0.44348886609077454,0.44348886609077454,0.44348886609077454,0,0.0,0.0
1996-06-27,0.44348886609077454,0.44348886609077454,0.44348886609077454,0.44348886609077454,0,0.0,0.0
1996-07-01,0.4359959661960602,0.4359959661960602,0.4359959661960602,0.4359959661960602,0,0.0,0.0
1996-07-02,0.4359959661960602,0.4359959661960602,0.4359959661960602,0.4359959661960602,0,0.0,0.0
1996-07-03,0.4359959661960602,0.4359959661960602,0.4359959661960602,0.4359959661960602,0,0.0,0.0
1996-07-04,0.4359959661960602,0.4359959661960602,0.4359959661960602,0.4359959661960602,0,0.0,0.0
1996-07-05,0.4359959661960602,0.4359959661960602,0.4359959661960602,0.4359959661960602,0,0.0,0.0
1996-07-08,0.4359959661960602,0.4359959661960602,0.4359959661960602,0.4359959661960602,0,0.0,0.0
1996-07-09,0.4359959661960602,0.4359959661960602,0.4359959661960602,0.4359959661960602,0,0.0,0.0
1996-07-10,0.4359959661960602,0.4359959661960602,0.4359959661960602,0.4359959661960602,0,0.0,0.0
1996-07-11,0.4359959661960602,0.4359959661960602,0.4359959661960602,0.4359959661960602,0,0.0,0.0
1996-07-12,0.4359959661960602,0.4359959661960602,0.4359959661960602,0.4359959661960602,0,0.0,0.0
1996-07-15,0.4359959661960602,0.4359959661960602,0.4359959661960602,0.4359959661960602,0,0.0,0.0
1996-07-16,0.4359959661960602,0.4359959661960602,0.4359959661960602,0.4359959661960602,0,0.0,0.0
1996-07-17,0.4359959661960602,0.4359959661960602,0.4359959661960602,0.4359959661960602,0,0.0,0.0
1996-07-18,0.4359959661960602,0.4359959661960602,0.4359959661960602,0.4359959661960602,0,0.0,0.0
1996-07-19,0.4359959661960602,0.4359959661960602,0.4359959661960602,0.4359959661960602,0,0.0,0.0
1996-07-22,0.4359959661960602,0.4359959661960602,0.4359959661960602,0.4359959661960602,0,0.0,0.0
1996-07-23,0.4359959661960602,0.4359959661960602,0.4359959661960602,0.4359959661960602,0,0.0,0.0
1996-07-24,0.4359959661960602,0.4359959661960602,0.4359959661960602,0.4359959661960602,0,0.0,0.0
1996-07-25,0.4359959661960602,0.4359959661960602,0.4359959661960602,0.4359959661960602,0,0.0,0.0
1996-07-26,0.4359959661960602,0.4359959661960602,0.4359959661960602,0.4359959661960602,0,0.0,0.0
1996-07-29,0.4359959661960602,0.4359959661960602,0.4359959661960602,0.4359959661960602,0,0.0,0.0
1996-07-30,0.4359959661960602,0.4359959661960602,0.4359959661960602,0.4359959661960602,0,0.0,0.0
1996-08-01,0.4923689067363739,0.4923689067363739,0.4923689067363739,0.4923689067363739,0,0.0,0.0
1996-08-02,0.4923689067363739,0.4923689067363739,0.4923689067363739,0.4923689067363739,0,0.0,0.0
1996-08-05,0.4923689067363739,0.4923689067363739,0.4923689067363739,0.4923689067363739,0,0.0,0.0
1996-08-06,0.4923689067363739,0.4923689067363739,0.4923689067363739,0.4923689067363739,0,0.0,0.0
1996-08-07,0.4923689067363739,0.4923689067363739,0.4923689067363739,0.4923689067363739,0,0.0,0.0
1996-08-08,0.4923689067363739,0.4923689067363739,0.4923689067363739,0.4923689067363739,0,0.0,0.0
1996-08-09,0.4923689067363739,0.4923689067363739,0.4923689067363739,0.4923689067363739,0,0.0,0.0
1996-08-12,0.4923689067363739,0.4923689067363739,0.4923689067363739,0.4923689067363739,0,0.0,0.0
1996-08-13,0.4923689067363739,0.4923689067363739,0.4923689067363739,0.4923689067363739,0,0.0,0.0
1996-08-14,0.4923689067363739,0.4923689067363739,0.4923689067363739,0.4923689067363739,0,0.0,0.0
1996-08-15,0.4923689067363739,0.4923689067363739,0.4923689067363739,0.4923689067363739,0,0.0,0.0
1996-08-16,0.4923689067363739,0.4923689067363739,0.4923689067363739,0.4923689067363739,0,0.0,0.0
1996-08-19,0.4923689067363739,0.4923689067363739,0.4923689067363739,0.4923689067363739,0,0.0,0.0
1996-08-20,0.4923689067363739,0.4923689067363739,0.4923689067363739,0.4923689067363739,0,0.0,0.0
1996-08-21,0.4923689067363739,0.4923689067363739,0.4923689067363739,0.4923689067363739,0,0.0,0.0
1996-08-22,0.4923689067363739,0.4923689067363739,0.4923689067363739,0.4923689067363739,0,0.0,0.0
1996-08-23,0.4923689067363739,0.4923689067363739,0.4923689067363739,0.4923689067363739,0,0.0,0.0
1996-08-26,0.4923689067363739,0.4923689067363739,0.4923689067363739,0.4923689067363739,0,0.0,0.0
1996-08-27,0.4923689067363739,0.4923689067363739,0.4923689067363739,0.4923689067363739,0,0.0,0.0
1996-08-28,0.4923689067363739,0.4923689067363739,0.4923689067363739,0.4923689067363739,0,0.0,0.0
1996-08-29,0.4923689067363739,0.4923689067363739,0.4923689067363739,0.4923689067363739,0,0.0,0.0
1996-09-02,0.5244796276092529,0.5244796276092529,0.5244796276092529,0.5244796276092529,0,0.0,0.0
1996-09-03,0.5244796276092529,0.5244796276092529,0.5244796276092529,0.5244796276092529,0,0.0,0.0
1996-09-04,0.5244796276092529,0.5244796276092529,0.5244796276092529,0.5244796276092529,0,0.0,0.0
1996-09-05,0.5244796276092529,0.5244796276092529,0.5244796276092529,0.5244796276092529,0,0.0,0.0
1996-09-06,0.5244796276092529,0.5244796276092529,0.5244796276092529,0.5244796276092529,0,0.0,0.0
1996-09-09,0.5244796276092529,0.5244796276092529,0.5244796276092529,0.5244796276092529,0,0.0,0.0
1996-09-10,0.5244796276092529,0.5244796276092529,0.5244796276092529,0.5244796276092529,0,0.0,0.0
1996-09-11,0.5244796276092529,0.5244796276092529,0.5244796276092529,0.5244796276092529,0,0.0,0.0
1996-09-12,0.5244796276092529,0.5244796276092529,0.5244796276092529,0.5244796276092529,0,0.0,0.0
1996-09-13,0.5244796276092529,0.5244796276092529,0.5244796276092529,0.5244796276092529,0,0.0,0.0
1996-09-16,0.5244796276092529,0.5244796276092529,0.5244796276092529,0.5244796276092529,0,0.0,0.0
1996-09-17,0.5244796276092529,0.5244796276092529,0.5244796276092529,0.5244796276092529,0,0.0,0.0
1996-09-18,0.5244796276092529,0.5244796276092529,0.5244796276092529,0.5244796276092529,0,0.0,0.0
1996-09-19,0.5244796276092529,0.5244796276092529,0.5244796276092529,0.5244796276092529,0,0.0,0.0
1996-09-20,0.5244796276092529,0.5244796276092529,0.5244796276092529,0.5244796276092529,0,0.0,0.0
1996-09-23,0.5244796276092529,0.5244796276092529,0.5244796276092529,0.5244796276092529,0,0.0,0.0
1996-09-24,0.5244796276092529,0.5244796276092529,0.5244796276092529,0.5244796276092529,0,0.0,0.0
1996-09-25,0.5244796276092529,0.5244796276092529,0.5244796276092529,0.5244796276092529,0,0.0,0.0
1996-09-26,0.5244796276092529,0.5244796276092529,0.5244796276092529,0.5244796276092529,0,0.0,0.0
1996-09-27,0.5244796276092529,0.5244796276092529,0.5244796276092529,0.5244796276092529,0,0.0,0.0
1996-10-01,0.5779984593391418,0.5779984593391418,0.5779984593391418,0.5779984593391418,0,0.0,0.0
1996-10-02,0.5779984593391418,0.5779984593391418,0.5779984593391418,0.5779984593391418,0,0.0,0.0
1996-10-03,0.5779984593391418,0.5779984593391418,0.5779984593391418,0.5779984593391418,0,0.0,0.0
1996-10-04,0.5779984593391418,0.5779984593391418,0.5779984593391418,0.5779984593391418,0,0.0,0.0
