Time,hicp_011300
1995-01-01,76.09
1995-02-01,74.05
1995-03-01,74.27
1995-04-01,73.89
1995-05-01,72.91
1995-06-01,73.21
1995-07-01,73.29
1995-08-01,74.12
1995-09-01,74.65
1995-10-01,74.2
1995-11-01,74.35
1995-12-01,75.18
1996-01-01,77.07
1996-02-01,75.03
1996-03-01,74.27
1996-04-01,74.95
1996-05-01,74.95
1996-06-01,74.8
1996-07-01,75.63
1996-08-01,75.86
1996-09-01,75.71
1996-10-01,75.56
1996-11-01,76.24
1996-12-01,76.62
1997-01-01,77.98
1997-02-01,76.99
1997-03-01,76.77
1997-04-01,76.77
1997-05-01,77.07
1997-06-01,76.77
1997-07-01,77.6
1997-08-01,77.75
1997-09-01,78.28
1997-10-01,78.2
1997-11-01,79.26
1997-12-01,80.24
1998-01-01,82.43
1998-02-01,80.32
1998-03-01,81.0
1998-04-01,81.75
1998-05-01,81.75
1998-06-01,82.06
1998-07-01,82.51
1998-08-01,82.81
1998-09-01,82.74
1998-10-01,82.21
1998-11-01,82.96
1998-12-01,83.19
1999-01-01,84.55
1999-02-01,83.34
1999-03-01,83.49
1999-04-01,83.79
1999-05-01,83.72
1999-06-01,83.79
1999-07-01,83.79
1999-08-01,84.25
1999-09-01,83.72
1999-10-01,84.02
1999-11-01,84.32
1999-12-01,85.83
2000-01-01,86.97
2000-02-01,85.38
2000-03-01,85.3
2000-04-01,86.06
2000-05-01,85.98
2000-06-01,86.14
2000-07-01,86.44
2000-08-01,87.12
2000-09-01,87.19
2000-10-01,87.5
2000-11-01,88.48
2000-12-01,89.84
2001-01-01,91.2
2001-02-01,89.99
2001-03-01,90.52
2001-04-01,90.9
2001-05-01,90.29
2001-06-01,90.29
2001-07-01,90.9
2001-08-01,92.03
2001-09-01,92.18
2001-10-01,91.73
2001-11-01,91.8
2001-12-01,92.71
2002-01-01,94.37
2002-02-01,93.69
2002-03-01,93.46
2002-04-01,93.77
2002-05-01,94.07
2002-06-01,94.75
2002-07-01,95.35
2002-08-01,96.11
2002-09-01,95.88
2002-10-01,95.58
2002-11-01,96.03
2002-12-01,97.17
2003-01-01,98.83
2003-02-01,97.62
2003-03-01,97.17
2003-04-01,97.17
2003-05-01,96.94
2003-06-01,96.94
2003-07-01,97.32
2003-08-01,97.7
2003-09-01,98.3
2003-10-01,97.47
2003-11-01,97.32
2003-12-01,98.15
2004-01-01,99.81
2004-02-01,98.15
2004-03-01,98.22
2004-04-01,98.0
2004-05-01,97.92
2004-06-01,97.77
2004-07-01,98.38
2004-08-01,98.53
2004-09-01,98.68
2004-10-01,98.45
2004-11-01,98.45
2004-12-01,98.45
2005-01-01,100.79
2005-02-01,99.43
2005-03-01,98.98
2005-04-01,98.9
2005-05-01,98.53
2005-06-01,99.36
2005-07-01,99.74
2005-08-01,100.57
2005-09-01,100.49
2005-10-01,100.49
2005-11-01,100.87
2005-12-01,101.85
2006-01-01,103.05
2006-02-01,101.74
2006-03-01,102.52
2006-04-01,103.15
2006-05-01,102.64
2006-06-01,103.39
2006-07-01,103.52
2006-08-01,104.5
2006-09-01,104.84
2006-10-01,104.38
2006-11-01,104.83
2006-12-01,106.34
2007-01-01,107.27
2007-02-01,105.61
2007-03-01,105.8
2007-04-01,106.02
2007-05-01,105.71
2007-06-01,105.83
2007-07-01,106.45
2007-08-01,107.01
2007-09-01,107.01
2007-10-01,106.65
2007-11-01,107.28
2007-12-01,108.53
2008-01-01,110.81
2008-02-01,109.06
2008-03-01,109.2
2008-04-01,109.34
2008-05-01,108.97
2008-06-01,110.4
2008-07-01,109.73
2008-08-01,109.91
2008-09-01,109.92
2008-10-01,109.22
2008-11-01,109.17
2008-12-01,110.13
2009-01-01,110.92
2009-02-01,109.75
2009-03-01,108.51
2009-04-01,108.55
2009-05-01,108.18
2009-06-01,108.38
2009-07-01,108.53
2009-08-01,109.36
2009-09-01,109.43
2009-10-01,108.55
2009-11-01,108.73
2009-12-01,109.44
2010-01-01,110.23
2010-02-01,109.12
2010-03-01,109.56
2010-04-01,109.99
2010-05-01,109.59
2010-06-01,110.07
2010-07-01,110.42
2010-08-01,111.31
2010-09-01,111.5
2010-10-01,111.29
2010-11-01,111.5
2010-12-01,112.46
2011-01-01,113.24
2011-02-01,112.56
2011-03-01,113.5
2011-04-01,113.75
2011-05-01,114.29
2011-06-01,114.41
2011-07-01,114.85
2011-08-01,115.81
2011-09-01,116.61
2011-10-01,116.46
2011-11-01,116.46
2011-12-01,117.45
2012-01-01,118.05
2012-02-01,117.05
2012-03-01,117.28
2012-04-01,117.74
2012-05-01,117.98
2012-06-01,117.51
2012-07-01,118.17
2012-08-01,118.66
2012-09-01,119.21
2012-10-01,118.63
2012-11-01,118.49
2012-12-01,118.96
2013-01-01,120.34
2013-02-01,119.31
2013-03-01,119.38
2013-04-01,120.02
2013-05-01,119.82
2013-06-01,119.97
2013-07-01,120.01
2013-08-01,120.38
2013-09-01,120.81
2013-10-01,120.27
2013-11-01,120.79
2013-12-01,121.04
